0.98,514.5,294,110.25,7,3,0,0,15.55,21.33
0.98,514.5,294,110.25,7,3,0.1,1,24.63,26.37
0.98,514.5,294,110.25,7,3,0.1,2,24.31,25.63
0.98,514.5,294,110.25,7,3,0.1,3,24.4,26.02
0.98,514.5,294,110.25,7,3,0.1,4,24.23,25.72
0.98,514.5,294,110.25,7,3,0.1,5,24.33,25.98
0.98,514.5,294,110.25,7,3,0.25,1,28.15,29.79
0.98,514.5,294,110.25,7,3,0.25,2,28.57,29.69
0.98,514.5,294,110.25,7,3,0.25,3,28.56,29.78
0.98,514.5,294,110.25,7,3,0.25,4,28.55,29.59
0.98,514.5,294,110.25,7,3,0.25,5,28.58,29.77
0.98,514.5,294,110.25,7,3,0.4,1,32.26,33.34
0.98,514.5,294,110.25,7,3,0.4,2,32.71,33.13
0.98,514.5,294,110.25,7,3,0.4,3,32.69,33.24
0.98,514.5,294,110.25,7,3,0.4,4,32.67,33.06
0.98,514.5,294,110.25,7,3,0.4,5,32.72,33.23
0.9,563.5,318.5,122.5,7,3,0,0,21.46,25.38
0.9,563.5,318.5,122.5,7,3,0.1,1,29.87,29.87
0.9,563.5,318.5,122.5,7,3,0.1,2,29.68,29.44
0.9,563.5,318.5,122.5,7,3,0.1,3,29.01,32.85
0.9,563.5,318.5,122.5,7,3,0.1,4,28.05,33.91
0.9,563.5,318.5,122.5,7,3,0.1,5,29.08,29.52
0.9,563.5,318.5,122.5,7,3,0.25,1,33.48,33.17
0.9,563.5,318.5,122.5,7,3,0.25,2,33.27,32.64
0.9,563.5,318.5,122.5,7,3,0.25,3,32.4,35.1
0.9,563.5,318.5,122.5,7,3,0.25,4,31.69,37.12
0.9,563.5,318.5,122.5,7,3,0.25,5,32.31,32
0.9,563.5,318.5,122.5,7,3,0.4,1,37.24,36.38
0.9,563.5,318.5,122.5,7,3,0.4,2,36.57,35.39
0.9,563.5,318.5,122.5,7,3,0.4,3,34.95,35.04
0.9,563.5,318.5,122.5,7,3,0.4,4,35.73,39.92
0.9,563.5,318.5,122.5,7,3,0.4,5,35.01,33.14
0.86,588,294,147,7,3,0,0,19.95,21.97
0.86,588,294,147,7,3,0.1,1,26.91,25.6
0.86,588,294,147,7,3,0.1,2,27.02,25.63
0.86,588,294,147,7,3,0.1,3,26.47,31.01
0.86,588,294,147,7,3,0.1,4,25.37,31.76
0.86,588,294,147,7,3,0.1,5,26.45,27.33
0.86,588,294,147,7,3,0.25,1,30.05,28.61
0.86,588,294,147,7,3,0.25,2,29.87,27.89
0.86,588,294,147,7,3,0.25,3,29.4,32.93
0.86,588,294,147,7,3,0.25,4,28.42,34.19
0.86,588,294,147,7,3,0.25,5,29.09,29.43
0.86,588,294,147,7,3,0.4,1,32.39,30.66
0.86,588,294,147,7,3,0.4,2,32.74,30.53
0.86,588,294,147,7,3,0.4,3,32.12,34.7
0.86,588,294,147,7,3,0.4,4,31.66,36.2
0.86,588,294,147,7,3,0.4,5,31.81,31.2
0.82,612.5,318.5,147,7,3,0,0,17.41,21.46
0.82,612.5,318.5,147,7,3,0.1,1,24.03,24.91
0.82,612.5,318.5,147,7,3,0.1,2,24.23,25.02
0.82,612.5,318.5,147,7,3,0.1,3,23.84,27.54
0.82,612.5,318.5,147,7,3,0.1,4,22.8,28.61
0.82,612.5,318.5,147,7,3,0.1,5,23.89,24.77
0.82,612.5,318.5,147,7,3,0.25,1,27.27,27.84
0.82,612.5,318.5,147,7,3,0.25,2,25.98,26.96
0.82,612.5,318.5,147,7,3,0.25,3,25.48,27.76
0.82,612.5,318.5,147,7,3,0.25,4,24.96,29.43
0.82,612.5,318.5,147,7,3,0.25,5,25.17,26.08
0.82,612.5,318.5,147,7,3,0.4,1,29.91,29.13
0.82,612.5,318.5,147,7,3,0.4,2,29.49,27.93
0.82,612.5,318.5,147,7,3,0.4,3,29.67,30.65
0.82,612.5,318.5,147,7,3,0.4,4,28.05,32.35
0.82,612.5,318.5,147,7,3,0.4,5,29.5,29.56
0.79,637,343,147,7,3,0,0,29.9,31.27
0.79,637,343,147,7,3,0.1,1,37.12,35.28
0.79,637,343,147,7,3,0.1,2,37.26,34.62
0.79,637,343,147,7,3,0.1,3,35.48,41.22
0.79,637,343,147,7,3,0.1,4,35.89,43.3
0.79,637,343,147,7,3,0.1,5,36.71,34.18
0.79,637,343,147,7,3,0.25,1,40.03,37.81
0.79,637,343,147,7,3,0.25,2,40.19,37.41
0.79,637,343,147,7,3,0.25,3,38.35,43.66
0.79,637,343,147,7,3,0.25,4,38.84,45.48
0.79,637,343,147,7,3,0.25,5,39.83,36.66
0.79,637,343,147,7,3,0.4,1,42.62,39.07
0.79,637,343,147,7,3,0.4,2,43.1,39.41
0.79,637,343,147,7,3,0.4,3,41.3,44.18
0.79,637,343,147,7,3,0.4,4,41.73,47.59
0.79,637,343,147,7,3,0.4,5,41.96,37.7
0.76,661.5,416.5,122.5,7,3,0,0,23.93,29.68
0.76,661.5,416.5,122.5,7,3,0.1,1,32.12,34.07
0.76,661.5,416.5,122.5,7,3,0.1,2,32.4,34.07
0.76,661.5,416.5,122.5,7,3,0.1,3,33.28,34.11
0.76,661.5,416.5,122.5,7,3,0.1,4,32.38,33.62
0.76,661.5,416.5,122.5,7,3,0.1,5,33.21,34.35
0.76,661.5,416.5,122.5,7,3,0.25,1,36.13,37.58
0.76,661.5,416.5,122.5,7,3,0.25,2,36.28,37.35
0.76,661.5,416.5,122.5,7,3,0.25,3,36.59,36.44
0.76,661.5,416.5,122.5,7,3,0.25,4,36.45,36.76
0.76,661.5,416.5,122.5,7,3,0.25,5,36.64,37.01
0.76,661.5,416.5,122.5,7,3,0.4,1,39.97,40.85
0.76,661.5,416.5,122.5,7,3,0.4,2,40.15,40.4
0.76,661.5,416.5,122.5,7,3,0.4,3,39.84,38.48
0.76,661.5,416.5,122.5,7,3,0.4,4,40.4,39.67
0.76,661.5,416.5,122.5,7,3,0.4,5,39.72,39.8
0.74,686,245,220.5,3.5,3,0,0,6.05,11.19
0.74,686,245,220.5,3.5,3,0.1,1,10.43,13.71
0.74,686,245,220.5,3.5,3,0.1,2,10.46,13.72
0.74,686,245,220.5,3.5,3,0.1,3,10.34,13.36
0.74,686,245,220.5,3.5,3,0.1,4,10.15,13.36
0.74,686,245,220.5,3.5,3,0.1,5,10.37,13.44
0.74,686,245,220.5,3.5,3,0.25,1,12.5,15.5
0.74,686,245,220.5,3.5,3,0.25,2,12.45,15.1
0.74,686,245,220.5,3.5,3,0.25,3,12.03,13.79
0.74,686,245,220.5,3.5,3,0.25,4,12.3,15.24
0.74,686,245,220.5,3.5,3,0.25,5,11.67,14.58
0.74,686,245,220.5,3.5,3,0.4,1,14.61,17.25
0.74,686,245,220.5,3.5,3,0.4,2,14.45,16.93
0.74,686,245,220.5,3.5,3,0.4,3,14.22,15.39
0.74,686,245,220.5,3.5,3,0.4,4,14.48,16.74
0.74,686,245,220.5,3.5,3,0.4,5,14.19,16.62
0.71,710.5,269.5,220.5,3.5,3,0,0,6.4,11.72
0.71,710.5,269.5,220.5,3.5,3,0.1,1,10.8,14.28
0.71,710.5,269.5,220.5,3.5,3,0.1,2,10.72,14.11
0.71,710.5,269.5,220.5,3.5,3,0.1,3,10.68,13.77
0.71,710.5,269.5,220.5,3.5,3,0.1,4,10.68,14.12
0.71,710.5,269.5,220.5,3.5,3,0.1,5,10.7,13.75
0.71,710.5,269.5,220.5,3.5,3,0.25,1,12.65,15.85
0.71,710.5,269.5,220.5,3.5,3,0.25,2,12.29,15.4
0.71,710.5,269.5,220.5,3.5,3,0.25,3,12.28,14.74
0.71,710.5,269.5,220.5,3.5,3,0.25,4,12.49,15.09
0.71,710.5,269.5,220.5,3.5,3,0.25,5,12.19,14.71
0.71,710.5,269.5,220.5,3.5,3,0.4,1,14.6,17.51
0.71,710.5,269.5,220.5,3.5,3,0.4,2,14.66,17.37
0.71,710.5,269.5,220.5,3.5,3,0.4,3,14.03,15.47
0.71,710.5,269.5,220.5,3.5,3,0.4,4,14.7,17.2
0.71,710.5,269.5,220.5,3.5,3,0.4,5,12.63,14.58
0.69,735,294,220.5,3.5,3,0,0,6.79,12.05
0.69,735,294,220.5,3.5,3,0.1,1,11.13,14.61
0.69,735,294,220.5,3.5,3,0.1,2,11.46,13.54
0.69,735,294,220.5,3.5,3,0.1,3,11.16,14.27
0.69,735,294,220.5,3.5,3,0.1,4,11.22,14.49
0.69,735,294,220.5,3.5,3,0.1,5,11.14,14.28
0.69,735,294,220.5,3.5,3,0.25,1,12.93,15.63
0.69,735,294,220.5,3.5,3,0.25,2,12.87,15.85
0.69,735,294,220.5,3.5,3,0.25,3,12.46,14.38
0.69,735,294,220.5,3.5,3,0.25,4,12.95,15.73
0.69,735,294,220.5,3.5,3,0.25,5,12.12,14.97
0.69,735,294,220.5,3.5,3,0.4,1,14.7,17
0.69,735,294,220.5,3.5,3,0.4,2,14.71,17.01
0.69,735,294,220.5,3.5,3,0.4,3,14.56,15.84
0.69,735,294,220.5,3.5,3,0.4,4,14.62,16.88
0.69,735,294,220.5,3.5,3,0.4,5,14.28,15.87
0.66,759.5,318.5,220.5,3.5,3,0,0,7.1,12.23
0.66,759.5,318.5,220.5,3.5,3,0.1,1,11.69,13.72
0.66,759.5,318.5,220.5,3.5,3,0.1,2,11.42,14.75
0.66,759.5,318.5,220.5,3.5,3,0.1,3,11.6,13.7
0.66,759.5,318.5,220.5,3.5,3,0.1,4,11.42,14.67
0.66,759.5,318.5,220.5,3.5,3,0.1,5,11.34,14.81
